Type,Song,Artists,Main Artist,Year,Lyrics search URL,Lyrics
Bongo,Nibebe,P-Unit ft. Collo,P-Unit,2011,https://www.google.com/search?q=Nibebe+lyrics,"Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
E mungu angalia kunena kwangu,
Na usikie sauti ya kilio changu
Moyo wangu umechoka sana baba,
Kwa ajili ya wingi wa mateso yangu
Nafsi yangu imegandamana na mavumbi
Niokoe mikononi mwa midomo ya mbwa
Kwanini ninateswa sana kwa ajili yako babaga
Niokoe mikononi mwa watu wabaya
fanya hima unisaidie nibebe
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nimechoka peke yangu
Safari ngumu no ndefu nibebe
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Macho yangu yamedhoofukwa machozi
Kwani mateso yangu hayapimiki kwa mizani
Kwa kuwa aliyenitukana siye adui yangu
bali ni rafiki yangu tuliyejuana naye sana
Tulikula pamoja, tulisali pamoja, kanisani pamoja
Bwana asifiwe kwa sana
Kumbe mwenzangu alikusudia kuniangamiza
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Kweli nimeamini adui wa kwanza ni yule wa nyumbani mwako
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Hata nliowasaidia nao wamenishuhudia uongo
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Wengine wakinibeba nitaambulia matatizo, yesu nibebe
Dunia ikinibeba itanipeleka jehanamu, yesu nibebe
Marafiki wakinibeba watanipeleka pabaya, yesu nibebe
Baba nibebe, yesu nibebe,
Nibembeleze nibebe, nichukue mbinguni salama
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nimechoka pekee yangu safari ngumu siwezi
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nifike mbinguni nimwone Eliya (Amen)
Nifike mbinguni nimwone Yakobo (Amen)
Pamoja na kiti cha enzi mbinguni kwa baba(Amen)
Kwa njia za dhahabu nami nakatembelee(Amen)
O baba nibebe, yesu nibebe,
Nibembeleze nibebe, nichukue mbinguni salama
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nakwita Yesu unibebe mwokozi
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nifike mbinguni nikamwone baba (Amen)
Nifike mbinguni nakapumzike (Amen)
Katika kiti cha enzi nami nikasujudie (Amen)
Niwaone wenzangu wale walionitangulia (Amen)
Nikale matunda ya mti wa uzima (Amen)
Yesu nibebe, baba nibebe,
Nibembeleze nibebe nichukue mbiguni salama
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nimechoka pekee yangu dunia ngumu pekee yangu siwezi
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nimechoka pekee yangu safari ngumu ni ndefu siwezi
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama
Nibebe nibebe nibebe nibebe
Nibembeleze nibebe, eh Yesu unibebe
Nichukue unibebe
Mikononi mwako niwe salama"
Bongo,Ndoa,Ali Kiba,Ali Kiba,2014,https://www.google.com/search?q=Ndoa+lyrics,"Ndoa ni mpango takatifu tangu mwanzo,
Ujumbe njema, utokao kwa baba,
Yahatijika hekima kuitunza,
Hadi kifo kiwatenganishe
Ndoa ni mpango takatifu tangu mwanzo,
Ujumbe njema, utokao kwa baba,
Yahitajika hekima kuitunza,
Hadi kifo kiwatenganishe,

Mke si kidude cha kujaribu miguu yako
Mume si kipaza sauti cha kupigia kelele
Mpendaneni, msichokozane
Amani ya bwana iwe ndani yenu
Mke si kidude cha kujaribu miguu yako
Mume si kipaza sauti cha kupigia kelele
Mpendaneni, msichokozane
Amani ya bwana iwe ndani yenu

Kazi kwenu sasa maishani mwenu
Mdumu milele kwenye upendo wa yesu
Ni mungu pekee aweza kuwalinda
Na kutatua mashaka yenu ya maisha
Kazi kwenu sasa maishani mwenu
Mdumu milele kwenye upendo wa yesu
Ni mungu pekee aweza kuwalinda
Na kutatua mashaka yenu ya maisha

Muwe mfano bora kwa watoto wenu
Waonyeshe njia ile ya uzima ya wokovu
Nanyi watoto wote watiini wazazi wenu
Mibaraka yake mungu tawakirimia
Muwe mfano bora kwa watoto wenu
Waonyeshe njia ile ya uzima ya wokovu
Nanyi watoto wote watiini wazazi wenu
Ni baraka yake mungu tawakirimia

Mke si kidude cha kujaribu miguu yako
Mume si kipaza sauti cha kupigia kelele
Mpendaneni, msichokozane
Amani ya bwana iwe ndani yenu
Mke si kidude cha kujaribu miguu yako
Mume si kipaza sauti cha kupigia kelele
Mpendaneni, msichokozane
Amani ya bwana iwe ndani yenu
Amani ya bwana iwe ndani yenu
Ni baraka yake mungu tawakirimia
Amani ya bwana iwe ndani yenu"
Bongo,Tutaonana Tena,Ali Kiba,Ali Kiba,2012,https://www.google.com/search?q=Tutaonana Tena+lyrics,"Cheptab hails from the Rift Vallry Province. She finished high school in Kericho town before making her way to Nairobi to persue her music and theatre passions. Having gained stage experience through the National Music and Drama Festivals, Cheptab's first introduction to rehearsing and performing with a live band was through the Spotlight programme. Since arriving in Nairobi five years ago, Cheptab has worked as a volunteer with youth organizations, honed her music and acting skills through workshops and is currently script writing and acting in a local TV series on the life of school students. 'Tutaonana Tena (We will meet again) is a melodious Kiswahiil love song.
lyrics
Ni machozi inayo nifanya nisiwe na nguvu
Jinsi mambo inavyo niendea mrama
Tafadhali nishike mkono niongoze ...
Wee ongoza

Nina ndoto nyingi ningependa kutimiza
Njia ya kupata ndio mimi sijui tu
Tafadhali nishike mkono niongoze...
Wee ongoza

Tutaonana tena
Tutaonana tena
Tutaonana tena
Mola akitujalia...iyee

Kiralany tuloknok awendi en oret
Kotomo anyoru chito neuinye,
ongen kole kiiringalan ile ichomou
Imaan. Koting'olon, mwonon asi anainyee
Kotichomon inyee
Mating' alaan

Koting'olou, mwowon asianai kotowendi
Kotomerenyonee ameroweksei kong'ung
Mwowou asianai, kotowendi moroweksei
Saisere tuntoketusitosi imaan
Kokomukwech Kiptaiyat"
Bongo,Sikuoni,Dogo Janja,Dogo Janja,2017,https://www.google.com/search?q=Sikuoni+lyrics,"Yeah... B O B shorobaro
Oh haha (yeah) oh yeah
Nakuomba unanitosa wakati mimi sina kosa
Elewa unanichosha mamlaka nitoe posa
Bila wewe siwezi uhai wa kazi gani
Sina hali ya uzima come on
Rudi nyumbani
Angalia mwenzako natokwa machozi ya damu
Unanikatalia sababu mimi sio handsome
Na miss utundu wako na miss pozi zako
Na miss vitu vingi kwangu hakuna zaidi yako
Mummie uh nilikupa ngazi ya juu
Nilifahamu utatesa moyo wangu
Majukumu nilishachoka kwako vikopa kopa
Njoo unipe mapenzi hah si unaogopa ogopa
Alikiba mi nalia sikuoni mwenzio
Sana nimevumilia aaah
Nielewe mummy njoo
Ukiniona nalia
Naumia wangu moyo
Na baridi naumia aah
Nipe joto Mummy njoo
Alikiba mimi nalia sikuoni mwenzio
Sana nimevumilia aaah
Nielewe mummy njoo
Ukiniona nalia
Naumia wangu moyo
Na baridi naumia aah
Nipe joto Mummy njoo
Nikizungumzia mapenzi alright
Nimzungumzia shetani wa mahaba
Asiyependa kumuona AliKiba
Akiwa nawe milele mpaka kufa
Lakini sikuonii hii
Mimi nakutafuta mji mzima
Nakutafuta hewani
Nikipiga simu yako unazima
Where are you Mummy njoo?
Nikudalike kidali poh
Wasaka mmerahaa
Basi njoo tucheze kombolela Wananicheka everyday nalia
Hawajua ninacholilia
Wanasema una Hirizi ya haula
Wana nichek nikilia wacha nilieee
Alikiba mi nalia sikuoni mwenzio
Sana nimevumilia aaah
Nielewe mummy njoo
Ukiniona nalia
Naumia wangu moyo
Na baridi naumia aah
Nipe joto Mummy njoo
Alikiba mimi nalia sikuoni mwenzio
Sana nimevumilia aaah
Nielewe mummy njoo
Ukiniona nalia
Naumia wangu moyo
Na baridi naumia aah
Nipe joto Mummy njoo
Ni mazingira mengi wajua
Ninavyohangaika na jua
Kali la mchana lachoma
Akili yangu yote ishanoa
Ni kweli ukizungumzia mapenzi alright
Wazungumzia shetani wa mahaba
Ila kwa penzi lako walilinda
The way unavyofanya unaringa
Lakini sikuoni mi nakutafuta mji mzima
Nakutafuta hewani nikipiga simu yako umezima
Where are you Mummy njoo?
Nikudalike kidali poh
Wasaka mmerahaa
Basi njoo tucheze kombolela
Alikiba mi nalia
Alikiba mi nalia
Sikuoni mwenzio
Sana nimevumilia
Nielewe mammy njoo oh, oh
Sikuoni mwenzio
Alikiba, B.O.B, Shorobaro"
Bongo,Sina Makosa,Les Wanyika,Les Wanyika,2003,https://www.google.com/search?q=Sina Makosa+lyrics,"Hasira za nini wee bwana
Hasira za nini wee bwana
Wataka kuniua bure baba
Wataka kuniua bure baba
Yule si wako
Nami si wangu
Chuki ya nini kati yangu
Mimi na wewe
Chuki ya nini kati yangu
Mimi na wewe
Hasira za nini wee bwana
Hasira za nini wee bwana
Wataka kuniua bure baba
Wataka kuniua bure baba
Kwako hayuko
Kwangu hayuko
Chuki ya nini kati yangu
Mimi na wewe
Chuki ya nini kati yangu
Mimi na wewe
Hasira za nini wee bwana
Hasira za nini wee bwana
Wataka kuniua bure baba
Wataka kuniua bure baba
Wewe una wako nyumbani
Nami nina wangu nyumbani
Chuki ya nini kati yangu
Mimi na wewe
Chuki ya nini kati yangu
Mimi na wewe
Nasema sina makosa wee bwana
Sina makosa wee bwana
Sina makosa wee bwana
Sina makosa wee bwana"
Bongo,Unanimaliza,AY ft. Sauti Sol,AY,2016,https://www.google.com/search?q=Unanimaliza+lyrics,"Kim mamba on the beat
Hili hubaaa limenisafirisha maziama
KwDunia yangu me na wew tuwe wote me naww Halitofubaa mbali c tutafka lazma nakwenye moyowangu uko ww Tuwe wote me naww.
yan kchwan nakuwaza ww naona najiingiza mazma nn umenipa ww ona midad inaniita Nina iman nikiwa naww napona hata bila kupma nn umenipa ww ona midad inaniita..
nanilivo didimia una chuchumia penz lako nipewe vile unang’ang’ania me napenda pia unafanya nilewee
unanimalizia x4
aahaaa lody music on this one
Napumlia mipira nitapo kukosa nitashndwa hata kufkiri nakuwaza we unaniweza me Penzi linapata mavuno
unavonipenda mpk Raha ninatoaPosa cwez kufanya Siri Nataka kuwa nawe unataka kua na me wanga wanawashwa mikuno Yan mpk Raha
Napendwa, Nalishwa, Naogeshwa na vshwa Nguo Yan mpk nampenda
na nnavyo aminishwa kabsa kwamba chaguo lake kbsa kanipenda x2
UNANIMALIZA x4"
Bongo,Nipepee,Ali Kiba,Ali Kiba,2018,https://www.google.com/search?q=Nipepee+lyrics,"Hewallah
Mungu kanipa nilichomuomba
Mashallah
Raha
Na wala
Si shriki huba tulimenisomba
Nala nalala
Jamani rahaa
Ntakulinda kwa kunuti
Nitapigana jihadi
Pendo liwe madhubuti
Wasiingie waganga,
Wapambe vigurushuti
Wape chai kwenye jagi
Yetu tamu biscuit
Wasitie mchanga
Penzi letu basikeli kaa bomba la mbele
Pia, ulipige mabusu
Liwachome kwelikweli wenye viherehere
Pia, wakome yasowahusu
Baby zima feni (Nipepee)
Nimeleta kipepeo unipepee
Leo zima feni (Nipepee)
Nimeleta kipepeo unipepee
Zima niyoyozi (Nipepee)
Nimeleta kipepeo unipepee
Zima feni (Nipepee)
Nimeleta kipepeo unipepee
Tuoge ya vuguvugu
Maji ya baridi siyawezi
Si unanijua
Nnaugonjwa wakutetemeka
Nisugue sugusugu
Ongeza zaidi kunienzi
Kuneng'emua
Kwa ngonja pita njopeka
Fanya nizidi nkupende
Niwe wapeke yako daima
Iwe bigwa mwalusembe
Shamba langu lako nalima
Huba tufunge ngengenge
Tuwape na viapo karma
Ili wakupiga denge
Tamu pendo wasitie sumu
Penzi letu baiskeli kaa bomba la mbele
Pia, ulipige mabusu
Liwachome kweli kweli wenye viherehere
Pia wakome yasowahusu
Baby zima feni (Nipepee)
Nimeleta kipepeo unipepee
Leo zima feni (Nipepee)
Nimeleta Kipepeo Unipepee
Zima kiyoyozi (Nipepee)
Nimeleta kipepeo Unipepee
Zima feni (Nipepee)
Nimeleta kipepeo unipepee
Ntakulinda kwa kunuti
Nitapigana jihadi
Pendo liwe madhubuti
Wasiingie waganga,"
Bongo,Nai Nai,Otile Brown,Otile Brown,2018,https://www.google.com/search?q=Nai Nai+lyrics,"Hey, dum dum di da di
Always in ma mind (She always in ma mind)
Nai Nai,
Haki ya Mungu, Wallahi, ninakuzimia
I was shy (shy), do you remember that day, niliokutokea
Wanasema why (why), penzi lako sikatai (tai), limenikolea
Ushantoa nishai (shai), wengine hawafai (fai), nimejionea
Ah nyota haing'ai (ng'ai), bila we haing'ai (ng'ai), unaniwezea
Jamani why (why), why (why), why (why)
I feel to die (die), die (die), die (die)
Jamani why (why), why (why), why (why)
Nai Nai, (eh)
Ukinikubali sikatai, jua ni wewe in ma mind (we in ma mind)
Ukinipa sikatai, nakupenda sana you're always in ma mind (we in ma mind)
Always in ma mind, swagga zinanimaliza
Always in ma mind (always in ma mind)
Shopping twende Thai (Thai), iwe China au Dubai (bai), nitagharamia
Walosema hufai (fai), wako wapi walaghai (ghai), wangetubania
Mwanzo najidai (dai), kuwa nawe najidai (dai), nakupenda dear
Nipe nifurahi (furahi), nipe yote nifurahi, wangu malkia
Motema na ngai (ngai), we sukari mi ndo chai (chai), umenikolea
Jamani why (why), why (why), why (why)
I feel to die (die), die (die), die (die)
Jamani why (why), why (why), why (why)
Nai Nai, (eh)
Ukinikubali sikatai, jua ni wewe in ma mind (we in ma mind)
Ukinipa sikatai, nakupenda sana you're always in ma mind (we in ma mind)
Always in ma mind, swagga zinanimaliza
Always in ma mind (always in ma mind)
Uuh,
you're always in ma mind (you're always in ma mind )
you're always in ma mind (you're always in ma mind )
You're uuuh
You're always in ma mind
Hey
Uuh uuh
You're always in ma mind
Oooh
I need you
You're always
You're always in ma mind
You're always
Yeah
Nai Nai, (eh)
Ukinikubali sikatai, jua ni wewe in ma mind (we in ma mind)
Ukinipa sikatai, nakupenda sana you're always in ma mind (we in ma mind)
Always in ma mind, swagga zinanimaliza
Always in ma mind (always in ma mind)
Ommy Dimpoz
Dimpoz Kwa Poz
Super Handsome
Dimpoz Kwa Poz
Poz Kwa Poz
Ali K for Real
G Records
KGT
KGT Shadeed
Jamani why (why), why (why), why (why)
I feel to die (die), die (die), die (die)
Jamani why (why), why (why), why (why)"
Bongo,Nipe Nikupe,Barnaba,Barnaba,2016,https://www.google.com/search?q=Nipe Nikupe+lyrics,"Nipe nikupe wee,
Nipe nikupe wee,
Nipe nikupe wee,
Nipe nikupe wee,
Nipe nikupe ndio mchezo wa Mombasa.
Nipe nikupe ndio mchezo wa kisasa. Unavitaka vya Kwangu vyako wavibania,
Mwenye kupenda vya watu na vyake pia huliwa,
Wewe Kisha pewa kitu haraka unakimbia.
Nipe nikupe wee,
Nipe nikupe wee,
Nipe nikupe wee,
Nipe nikupe wee,
Nipe nikupe ndio mchezo wa Mombasa.
Nipe nikupe ndio mchezo wa kisasa."
Bongo,Nishaachaga,Snura,Snura,2016,https://www.google.com/search?q=Nishaachaga+lyrics,
Bongo,Nishike Mkono,Darassa ft. Ben Pol,Darassa,2017,https://www.google.com/search?q=Nishike Mkono+lyrics,"Safari ya imani, nakutazama yesu
Nataka nifike ng'ambo salama
Lakini njiani mawimbi ni mengi
Mashaka yanisonga kuniangamiza
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Mawimbi ni makali nahitaji msaada
Nishike Mwokozi niwe salama
Wewe ulieniita nakuja kwa neno lako
Napata kutembea kwa neno lako
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Safari ya imani, natembea kwa imani
Zambi isinishinde, nisaidie
Katika majaribu makali kama moto
Najua nitatoka kama dhahabu
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Oh, oh, oh, nishike mkono nisizame
Mawimbi ni mengi, niokoe
Nishike mkono nisizame
Mawimbi ni mengi, niokoe
Nishike mkono nisizame
Mawimbi ni mengi, niokoe
Nishike mkono nisizame
Mawimbi ni mengi, niokoe"
Bongo,Ndi Ndi Ndi,Jaguar,Jaguar,2012,https://www.google.com/search?q=Ndi Ndi Ndi+lyrics,"Ze ndi ndi ndi, toli ndi
Ndi ndi ndi ndi, toli ndi
Ze ndi ndi ndi, toli ndi
Ndi ndi ndi ndi, toli ndi
Ukanipa nafasi kuendelea
Na sababu ya kuamini
Unatakiwa uishi oh
Bila kujali wanafikiria nini?
Mmh sababu
Siangalii nyuma
Na sitorudi nyuma
Fondo nura fizo so mya
Ndoto zimetimia
Ze ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ndi ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ze ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ndi ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Niliwezaje kutoa vyote?
Ili hali wewe ulinyima vyote
Kama ni jipu lilivimba zaidi
Nikasahau chizi huwa haponi
Kama chozi mvuani
Hatimaye kumekucha
Milembe nimekushusha
Na geti likifungwa
Naondoka ndi ndi ndi!
Ze ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ndi ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ze ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ndi ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Hatua kwa hatua ngazi nazipanda
Nayo makovu yameniimarisha
Moyo mfukoni, tabasamu mdomoni
Furaha yangu oh yaja kwanza
Mambo yote nimeyavua
Oh chini nimeyatua
Kikomando
, toli ndi
Ndi ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ze ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
Ndi ndi ndi ndi (navyo-roll, navyo-flow, navyo-grow), toli ndi
(In hard situation)
Ze ndi ndi ndi, toli ndi (beautiful story)
Ndi ndi ndi ndi, toli ndi (In hard situation)
Ze ndi ndi ndi, toli ndi (beautiful story)
Ndi ndi ndi ndi, toli ndi
Beautiful story
In hard situation
Beautiful story"
Bongo,Nataka Kuwa Na Wewe,Mwasiti,Mwasiti,2007,https://www.google.com/search?q=Nataka Kuwa Na Wewe+lyrics,
Bongo,Nisamehe,Ali Kiba,Ali Kiba,2015,https://www.google.com/search?q=Nisamehe+lyrics,"Kukuhini kusokwisha umeangukia pemani
Roho yanidadarika kashanitoka sheitwani
Nimeumbiwa makosa mwanadamu na mimi
Moyo umekunja ndita nimekumiss jamani
Ngumu safari ilifanya njiani ushukie
Ukakosa siti miliki gari lako mwenyewe
Nikajiveka mashati nikajiona me ndo mie
Kweli mbaya halisi nawema hakosi ye
Nisamehe
Nisamehe
Nisamehe
Nisamehe
Chozi dibwi dibwi nachanganikiwa navilio sishikiki
Niko magharibi lizamapo jua wewe upo mashariki
Zawadi vipochi vijuice vipipi nazimiss chocolate
Nimekoma dear nilivyo nyongea huba zako sizipati
Tabibu kunikomesha umepata toto la kitanga
Sababu umeichoka jeuri yangu ya kipemba
Lile gubu limeniisha kabisa baby halimanga (aibu)
Wananicheka wajinga rudi nakuomba
Ngumu safari ilifanya njiani ushukie
Ukakosa siti miliki gari lako mwenyewe
Nikajiveka mashati nikajiona me ndo mie
Kweli mbaya halisi na wema hakosi ye
Nisamehe
Nisamehe
Nisamehe
Nisamehe
Nikikaa nawaza nimuingie kwa style gani?
Nimlilie niseme nnamimba kasahau t-shirt nyumbani
Nashindwa kujizuia uvumilivu unanishinda kwanini
Nikimpigia kusudi zake akipokea eti hellow wewe nani (iiih)
Na namba kakupa nani (iiih)
Mara aahh kumbe wewe unafanya issue gani (siku hiziii)
Nimsanii anajua inamana hanioni (kwenye Tv)
Aah ai wewe
Aah ai wewe"
Bongo,Nikikupata,Diamond Platnumz,Diamond Platnumz,2011,https://www.google.com/search?q=Nikikupata+lyrics,"Maisha yangu mi, nmeshafanya vingi na.kukutana na wengi
Kama warembo nao, nimeshakuwa na wengi ila sio siri umewazidi
Uzuri sio sura ma. pozi na maumbile kama wengi wanavyodhani
Bali ni nzuri tabia, hekima na ukarimu wako, busara na Imani
Uzuri sio sura ma. pozi na maumbile kama wengi wanavyodhani
Bali ni nzuri tabia, hekima na ukarimu wako, busara na Imani
Nikikupata, milele nitafurahi,
Nitaimba nakupenda, hadi mwisho wa uhai
Nikikupata, milele nitafurahi,
Nitaimba nakupenda, hadi mwisho wa uhai
Heshima ya mapenzi, ubora wa mapenzi
Wawili kuaminiana
Heshima ya mapenzi, furaha ya mapenzi
Mimi na we tukipendana
Nami ninaapa, kukupa thamani ya penzi unalopaswa
Kamwe sitofanya, kinyume na thamani ya pendo nikakosa
Uzuri sio sura ma... pozi na maumbile kama wengi wanavyodhani
Bali ni nzuri tabia, hekima na ukarimu wako, busara na Imani
Uzuri sio sura ma... pozi na maumbile kama wengi wanavyodhani
Bali ni nzuri tabia, hekima na ukarimu wako, busara na Imani
Nikikupata, milele nitafurahi,
Nitaimba nakupenda, hadi mwisho wa uhai
Nikikupata, milele nitafurahi,
Nitaimba nakupenda, hadi mwisho wa uhai
Maisha yangu mi, nmeshafanya vingi na.kukutana na wengi
Kama warembo nao, nimeshakuwa na wengi ila sio siri umewazidi
Uzuri sio sura ma. pozi na maumbile kama wengi wanavyodhani
Bali ni nzuri tabia, hekima na ukarimu wako, busara na Imani
Uzuri sio sura ma. pozi na maumbile kama wengi wanavyodhani
Bali ni nzuri tabia, hekima na ukarimu wako, busara na Imani
Nikikupata, milele nitafurahi,
Nitaimba nakupenda, hadi mwisho wa uhai
Nikikupata, milele nitafurahi,
Nitaimba nakupenda, hadi mwisho wa uhai
"
Bongo,Nikikutazama,Navy Kenzo,Navy Kenzo,2016,https://www.google.com/search?q=Nikikutazama+lyrics,"Nikikutazama moyo wayoyoma
Kipenzi cha ngoroo nakuyanza
Nikikutazama moyo wayoyoma
Kipenzi cha ngoroo nakuyanza
Huenda leo tuko chini
Twatembea matopeni
Usiwaskize matapeli
Kesho tuna gari
Me nasaka mali
Twende kwenu mashambani
Nikalipe mahari
Tuishi kwa amani
Nikikutazama moyo wayoyoma
Kipenzi cha ngoroo nakuyanza
Nikikutazama moyo wayoyoma
Kipenzi cha ngoroo nakuyanza
Kweli toto si toto (tortoise)
Na roho la mtoto
Nipe busu my sweety (kwanini)
Nimekumissy
Twende tumwone kasisi
Ama DC kwa offisi
Turingie mafisi
Nakuyanza
Nikikutazama moyo wayoyoma
Kipenzi cha ngoroo nakuyanza
Nikikutazama moyo wayoyoma
Kipenzi cha ngoroo nakuyanza
Oooh waoo Oooh waoo
Ni mless my dear
Ewe mpenzi sinzia
Mpenzi langu sincere ndakuyanza.
Hii saa ni moss moss
When baby u r so close
Let me wipe off your lip gloss (mwax)
Nakuyanza
Nikikutazama
Nikikutazama ma ma ma
Moyo wa yoyoma ma ma ma
Kipenzi cha ngori ma ma ma
Nakuyanza
Nikikutazama"
Bongo,Nuru,Alikiba,Alikiba,2012,https://www.google.com/search?q=Nuru+lyrics,
Bongo,Number One Remix,Diamond Platnumz ft. Davido,Diamond Platnumz,2015,https://www.google.com/search?q=Number One Remix+lyrics,
Bongo,Pale Kati Patamu,Nandy,Nandy,2018,https://www.google.com/search?q=Pale Kati Patamu+lyrics,
Bongo,Pamela,Kiba Square,Kiba Square,2010,https://www.google.com/search?q=Pamela+lyrics,
Bongo,Penzi la Bongo,Juma Nature,Juma Nature,2005,https://www.google.com/search?q=Penzi la Bongo+lyrics,
Bongo,Pili Pili,King Kaka ft. Fena Gitu,King Kaka,2017,https://www.google.com/search?q=Pili Pili+lyrics,"Willy Willy (Willy Poze)
Willy, Pozee
Pesa so kila kitu alinifunza mama
Heshima ndo kila kitu
Walishasema wahenga
Ukipata magari utapotea baby wee
Ukifuata mapeni utapotea
Mbona wajiita malaika
Na tabia zako, haziambatani
Mbonaaa wajiita mama yao
Na watoto wako umewatupa
Mboona wajiita chocolate
Na divai flavour kumbe we shubiri
We pili pili we, unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
Mali so kila kitu, alinifunza mama
Mungu ndo kila kitu nilishika maneno ya mama eeh
Mke wangu twapigana
Kila siku ya wiki
Unataka mapeni tulia mungu ataleta
Unaniweka machungu ndani ya moyo wangu eeh
Tulia mungu ataleta, tulia
Mbona wajiita mama yao
Na watoto wako umewatupa
Mbona wajiita chokoleti
Na divai flavour kumbe we shubiri
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
We pili pili we unaniumiza moyo
Wololo wololo wololo
Wololo wololo wololo
Wololo wololo wololo
Wololo wololo wololo"
Bongo,Pili Lugha,Nonini ft. Chege,Nonini,2012,https://www.google.com/search?q=Pili Lugha+lyrics,
Bongo,Pinky,Sauti Sol,Sauti Sol,2015,https://www.google.com/search?q=Pinky+lyrics,
Bongo,Kwikwi,Zuchu,Zuchu,2022,https://www.google.com/search?q=Kwikwi+lyrics,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
